"Year","Month","SpeciesAuthor","MatrixPopulation","tmp","ppt","Lon","Lat"
2009,10,"Cirsium_undulatum","Hays",8.625,54.8800010681152,-99.3,38.8
2009,11,"Cirsium_undulatum","Hays",7.76500034332275,23.9500007629395,-99.3,38.8
2009,12,"Cirsium_undulatum","Hays",-4.49500036239624,27.2000007629395,-99.3,38.8
2010,1,"Cirsium_undulatum","Hays",-3.05000019073486,4.57000017166138,-99.3,38.8
2010,2,"Cirsium_undulatum","Hays",-1.50500011444092,7.84999990463257,-99.3,38.8
2010,3,"Cirsium_undulatum","Hays",5.73000001907349,42.8300018310547,-99.3,38.8
2010,4,"Cirsium_undulatum","Hays",13.4650001525879,66.6500015258789,-99.3,38.8
2010,5,"Cirsium_undulatum","Hays",15.8599996566772,107.879997253418,-99.3,38.8
2010,6,"Cirsium_undulatum","Hays",24.8899993896484,75.4300003051758,-99.3,38.8
2010,7,"Cirsium_undulatum","Hays",27.0650005340576,73.5899963378906,-99.3,38.8
2010,8,"Cirsium_undulatum","Hays",26.6399993896484,85.0999984741211,-99.3,38.8
2010,9,"Cirsium_undulatum","Hays",21.7250003814697,33.2999992370605,-99.3,38.8
2010,10,"Cirsium_undulatum","Hays",15.0200004577637,3.70000004768372,-99.3,38.8
2010,11,"Cirsium_undulatum","Hays",5.32499980926514,23.1100006103516,-99.3,38.8
2010,12,"Cirsium_undulatum","Hays",-0.819999933242798,1.71000003814697,-99.3,38.8
2011,1,"Cirsium_undulatum","Hays",-2.62499976158142,6.55000019073486,-99.3,38.8
2011,2,"Cirsium_undulatum","Hays",-1.71000003814697,14.460000038147,-99.3,38.8
2011,3,"Cirsium_undulatum","Hays",5.61499977111816,14.4099998474121,-99.3,38.8
2011,4,"Cirsium_undulatum","Hays",12.2300004959106,29.8099994659424,-99.3,38.8
2011,5,"Cirsium_undulatum","Hays",16.7199993133545,87.379997253418,-99.3,38.8
2011,6,"Cirsium_undulatum","Hays",24.6450004577637,65.8300018310547,-99.3,38.8
2011,7,"Cirsium_undulatum","Hays",29.6949996948242,67.0199966430664,-99.3,38.8
2011,8,"Cirsium_undulatum","Hays",27.0849990844727,73.6600036621094,-99.3,38.8
2011,9,"Cirsium_undulatum","Hays",19.1749992370605,18.5400009155273,-99.3,38.8
2011,10,"Cirsium_undulatum","Hays",13.8000001907349,42.1300010681152,-99.3,38.8
2011,11,"Cirsium_undulatum","Hays",6.0149998664856,26.5799999237061,-99.3,38.8
2011,12,"Cirsium_undulatum","Hays",-0.925000190734863,63.4900016784668,-99.3,38.8
2012,1,"Cirsium_undulatum","Hays",1.65999984741211,0,-99.3,38.8
2012,2,"Cirsium_undulatum","Hays",1.83500027656555,35.060001373291,-99.3,38.8
2012,3,"Cirsium_undulatum","Hays",11.9099998474121,49.6599998474121,-99.3,38.8
2012,4,"Cirsium_undulatum","Hays",14.4549999237061,45.3699989318848,-99.3,38.8
2012,5,"Cirsium_undulatum","Hays",20.4950008392334,83.0800018310547,-99.3,38.8
2012,6,"Cirsium_undulatum","Hays",25.7700004577637,32.2200012207031,-99.3,38.8
2012,7,"Cirsium_undulatum","Hays",29.5750007629395,24.2600002288818,-99.3,38.8
2012,8,"Cirsium_undulatum","Hays",24.564998626709,64.1699981689453,-99.3,38.8
2012,9,"Cirsium_undulatum","Hays",20.0200004577637,40.0699996948242,-99.3,38.8
2012,10,"Cirsium_undulatum","Hays",11.2800006866455,26.4899997711182,-99.3,38.8
2012,11,"Cirsium_undulatum","Hays",7.70499992370605,0,-99.3,38.8
2012,12,"Cirsium_undulatum","Hays",0.679999828338623,16.6399993896484,-99.3,38.8
2013,1,"Cirsium_undulatum","Hays",-0.75,22.2099990844727,-99.3,38.8
2013,2,"Cirsium_undulatum","Hays",0.289999961853027,42.9900016784668,-99.3,38.8
2013,3,"Cirsium_undulatum","Hays",4.1899995803833,15.1000003814697,-99.3,38.8
2013,4,"Cirsium_undulatum","Hays",8.69499969482422,27.4400005340576,-99.3,38.8
2013,5,"Cirsium_undulatum","Hays",17.7049999237061,76.9300003051758,-99.3,38.8
2013,6,"Cirsium_undulatum","Hays",24.564998626709,85.6699981689453,-99.3,38.8
2013,7,"Cirsium_undulatum","Hays",25.560001373291,157.779998779297,-99.3,38.8
2013,8,"Cirsium_undulatum","Hays",25.1549987792969,37.6199989318848,-99.3,38.8
2013,9,"Cirsium_undulatum","Hays",22.814998626709,90.2799987792969,-99.3,38.8
2013,10,"Cirsium_undulatum","Hays",12.8250007629395,24.2700004577637,-99.3,38.8
2013,11,"Cirsium_undulatum","Hays",5.14000034332275,31.0100002288818,-99.3,38.8
2013,12,"Cirsium_undulatum","Hays",-1.34999990463257,0.600000023841858,-99.3,38.8
